Player,Year,FirstServe,FirstServePointsWon,Aces,BreakPointsFaced,BreakPointsOpportunities,BreakPointsSaved,DoubleFaults,ServiceGamesPlayed,ServiceGamesWon,Wins,Losses,Earnings,Ranking
Alexandr Dolgopolov,2010,0.55,0.73,378,324,302,0.62,124,561,0.78,21,23,422162,53
Malek Jaziri,2011,0.55,0.72,13,23,19,0.7,11,31,0.77,3,3,79465,85
Lamine Ouahab,2016,0.55,0.63,3,7,2,0.57,4,10,0.7,0,1,18231,517
Illya Marchenko,2012,0.55,0.68,2,19,13,0.68,18,25,0.76,3,1,66771,252
Alexander Zverev,2014,0.55,0.62,39,63,73,0.46,35,98,0.65,4,6,164207,4
Viktor Troicki,2014,0.55,0.79,109,64,77,0.64,26,127,0.82,8,4,135527,70
Jared Donaldson,2014,0.55,0.67,16,14,8,0.5,5,31,0.77,0,2,62042,51
Luca Vanni,2016,0.55,0.79,56,30,30,0.47,13,76,0.79,1,5,94448,324
Tsung-Hua Yang,2010,0.55,0.69,15,28,3,0.71,5,32,0.75,2,5,45671,254
Thiemo de Bakker,2012,0.55,0.6,10,17,2,0.53,2,18,0.56,3,3,67115,311
Peter Polansky,2012,0.55,0.56,1,10,15,0.5,2,12,0.58,0,1,66996,124
Donald Young,2015,0.55,0.69,154,339,320,0.58,194,542,0.73,22,23,671720,131
Jurgen Zopp,2011,0.55,0.65,6,9,8,0.56,4,14,0.71,2,3,68623,137
Di Wu,2012,0.55,0.52,0,20,7,0.5,5,18,0.44,0,0,2519,249
Pierre-Hugues Herbert,2015,0.55,0.77,164,82,80,0.66,59,172,0.84,7,6,209664,82
Liam Broady,2012,0.55,0.58,2,5,3,0.2,5,7,0.43,0,1,10644,157
Stefan Kozlov,2016,0.55,0.68,21,40,37,0.63,24,44,0.66,3,2,104851,170
Marcos Baghdatis,2012,0.55,0.73,379,335,386,0.6,184,685,0.81,35,25,553169,81
Marinko Matosevic,2010,0.55,0.59,21,33,33,0.48,16,48,0.65,1,3,84685,338
Alexandr Dolgopolov,2014,0.55,0.75,410,289,356,0.62,100,600,0.82,27,21,998016,53
Daniel Munoz de la Nava,2010,0.55,0.7,7,15,11,0.6,3,28,0.79,1,1,80177,274
Frances Tiafoe,2014,0.55,0.74,2,12,3,0.75,6,10,0.7,0,1,11478,56
Lucas Pouille,2015,0.55,0.7,127,211,149,0.64,85,303,0.75,12,14,389487,11
Fernando Romboli,2011,0.55,0.59,1,6,1,0.33,3,9,0.56,0,1,9281,885
Benjamin Becker,2012,0.55,0.71,174,160,148,0.57,71,284,0.76,10,14,310770,1051
Vasek Pospisil,2013,0.55,0.79,359,185,233,0.65,127,444,0.86,17,18,561193,77
Andrey Kuznetsov,2011,0.55,0.65,15,45,46,0.49,10,73,0.68,2,4,72019,135
Ruben Ramirez Hidalgo,2013,0.54,0.71,34,60,42,0.62,33,86,0.73,2,6,95923,601
Ruben Ramirez Hidalgo,2012,0.54,0.67,40,120,91,0.54,78,185,0.7,3,12,199962,601
Inigo Cervantes,2014,0.54,0.7,17,45,34,0.58,22,60,0.68,1,1,11749,325
Nicolas Almagro,2016,0.54,0.75,443,273,330,0.59,175,591,0.81,22,22,758290,186
Peter Gojowczyk,2013,0.54,0.77,23,26,21,0.65,14,41,0.78,1,1,101247,50
Paul-Henri Mathieu,2012,0.54,0.75,152,236,208,0.63,133,424,0.79,14,17,377331,372
Paul-Henri Mathieu,2010,0.54,0.72,199,230,178,0.61,116,408,0.78,11,20,369643,372
Marton Fucsovics,2017,0.54,0.75,69,76,70,0.59,49,150,0.79,9,8,283496,59
Aljaz Bedene,2015,0.54,0.76,276,213,199,0.57,99,406,0.77,17,17,432043,58
Lucas Pouille,2013,0.54,0.65,29,42,28,0.67,18,58,0.76,1,4,100609,11
Jaroslav Pospisil,2013,0.54,0.57,3,26,13,0.54,9,27,0.56,1,1,9645,606
Kei Nishikori,2009,0.54,0.64,25,50,47,0.42,28,83,0.65,4,6,51139,36
Egor Gerasimov,2014,0.54,0.82,7,4,2,0.5,4,9,0.78,2,2,43624,204
Matthew Ebden,2016,0.54,0.52,11,41,13,0.46,15,39,0.44,0,4,52640,78
Vasek Pospisil,2011,0.54,0.74,60,39,41,0.62,31,95,0.84,6,5,114668,77
Paolo Lorenzi,2009,0.54,0.64,2,6,0,0.33,2,8,0.5,0,1,91672,63
Teymuraz Gabashvili,2009,0.54,0.68,165,301,205,0.59,191,400,0.7,13,24,306891,301
Rogerio Dutra Silva,2011,0.54,0.71,10,25,20,0.64,3,45,0.8,1,1,8449,125
Luca Vanni,2017,0.54,0.5,3,12,4,0.42,7,12,0.42,0,2,100183,324
Andres Molteni,2012,0.54,0.27,0,6,0,0.17,2,6,0.17,0,0,6030,1180
Mitchell Krueger,2014,0.54,0.52,0,4,4,0,2,9,0.56,0,1,20241,219
Austin Krajicek,2012,0.54,0.53,1,10,3,0.6,4,8,0.5,0,1,16308,291
Thiemo de Bakker,2015,0.54,0.75,63,59,50,0.66,14,97,0.79,3,7,139119,311
Janko Tipsarevic,2016,0.54,0.75,93,110,105,0.6,57,216,0.8,8,11,311279,153
Janko Tipsarevic,2017,0.54,0.72,103,120,105,0.53,53,207,0.73,5,12,301145,153
Go Soeda,2012,0.54,0.67,83,191,214,0.5,81,349,0.72,13,21,279036,138
Geoffrey Blancaneaux,2017,0.54,0.54,3,12,3,0.42,9,11,0.36,0,1,86428,289
Marin Cilic,2011,0.54,0.76,436,326,410,0.62,162,727,0.83,44,22,1052754,3
Di Wu,2015,0.54,0.56,3,30,20,0.5,7,31,0.52,0,2,11984,249
Peter Gojowczyk,2015,0.54,0.72,26,27,21,0.56,12,45,0.73,1,3,92488,50
Yibing Wu,2017,0.54,0.73,9,12,8,0.5,3,23,0.74,1,2,59204,337
Alexandar Lazarov,2017,0.54,0.59,1,4,7,0,5,10,0.6,0,1,11236,731
Akira Santillan,2016,0.54,0.64,6,12,6,0.5,4,18,0.67,0,2,49173,168
Thomaz Bellucci,2013,0.54,0.69,135,183,157,0.58,76,284,0.73,8,18,255751,224
Marcos Baghdatis,2015,0.54,0.75,351,299,318,0.61,162,578,0.8,26,19,591442,81
Saketh Myneni,2017,0.54,0.74,6,8,2,0.75,4,9,0.78,0,1,4235,530
Andrea Arnaboldi,2016,0.54,0.64,13,47,44,0.57,19,58,0.66,2,3,89983,222
Jack Sock,2013,0.54,0.75,160,160,110,0.64,120,290,0.8,10,13,288901,17
Steve Darcis,2016,0.54,0.72,36,70,83,0.53,34,132,0.75,4,5,232351,140
Daniel Munoz de la Nava,2013,0.54,0.7,20,70,46,0.61,28,96,0.72,2,5,129533,274
Pere Riba,2011,0.54,0.68,144,251,171,0.58,114,358,0.7,11,22,319798,939
Hiroki Moriya,2016,0.54,0.42,0,15,4,0.53,3,8,0.13,0,1,89520,309
Benjamin Becker,2011,0.54,0.77,88,64,55,0.61,33,147,0.83,3,9,90524,1051
Andreas Haider-Maurer,2017,0.53,0.61,16,32,5,0.59,17,30,0.57,0,3,117808,418
Michal Przysiezny,2015,0.53,0.73,13,14,12,0.5,8,23,0.7,0,0,4600,1134
Antoine Bellier,2017,0.53,0.72,3,8,2,0.63,5,10,0.7,0,1,4205,760
Lamine Ouahab,2015,0.53,0.75,7,19,20,0.68,2,28,0.79,3,4,34820,517
Lucas Gomez,2016,0.53,0.6,0,17,1,0.41,9,16,0.38,0,0,1956,825
Wishaya Trongcharoenchaikul,2013,0.53,0.57,3,11,0,0.55,8,7,0.29,0,3,8441,433
Marko Tepavac,2017,0.53,0.62,6,6,8,0.33,1,11,0.64,0,1,27755,413
Ivan Dodig,2009,0.53,0.69,22,21,12,0.52,10,36,0.72,0,2,9792,407
Christian Garin,2016,0.53,0.5,1,6,7,0,4,10,0.4,1,3,32518,216
David Guez,2009,0.53,0.61,4,25,21,0.56,10,38,0.71,2,2,70188,268
Pierre-Hugues Herbert,2014,0.53,0.78,179,81,65,0.62,64,203,0.85,5,11,247059,82
Henri Laaksonen,2015,0.53,0.62,5,24,12,0.63,9,23,0.61,3,2,40875,136
Jan-Lennard Struff,2017,0.53,0.78,456,351,313,0.66,239,662,0.82,28,29,781676,61
Thomas Fabbiano,2010,0.53,0.59,3,5,0,0.4,2,10,0.7,0,1,21587,103
Taylor Fritz,2015,0.53,0.66,17,15,10,0.73,1,18,0.78,1,1,47165,66
Cem Ilkel,2015,0.53,0.51,6,20,3,0.55,6,16,0.44,1,5,24129,244
Marcos Baghdatis,2017,0.53,0.76,261,189,209,0.62,118,380,0.81,18,17,486566,81
Daniel Dutra da Silva,2009,0.53,0.63,0,9,9,0.56,3,10,0.6,0,1,18127,340
Guilherme Clezar,2017,0.53,0.48,1,9,3,0.56,1,8,0.5,0,2,46734,241
Marcos Baghdatis,2013,0.53,0.75,275,230,240,0.64,155,462,0.82,15,22,489881,81
Marcos Baghdatis,2009,0.53,0.74,238,210,230,0.62,98,374,0.79,23,16,388141,81
Malek Jaziri,2017,0.53,0.72,173,267,228,0.57,124,437,0.74,16,22,582969,85
Go Soeda,2011,0.53,0.63,25,88,56,0.53,33,118,0.65,7,7,132262,138
Malek Jaziri,2016,0.53,0.72,149,307,251,0.67,121,460,0.78,17,23,511025,85
Malek Jaziri,2015,0.53,0.71,141,256,201,0.63,95,403,0.77,12,20,389614,85
Juan Ignacio Londero,2014,0.53,0.53,1,7,3,0.43,1,10,0.6,0,1,53095,218
Ricardas Berankis,2010,0.53,0.75,67,52,59,0.62,46,118,0.83,8,4,137564,89
Gastao Elias,2016,0.53,0.7,99,150,144,0.59,52,254,0.76,13,14,250016,110
Inigo Cervantes,2015,0.53,0.71,6,6,8,0.5,0,11,0.73,0,0,7287,325
Daniel Munoz de la Nava,2011,0.53,0.53,5,12,9,0.42,5,14,0.5,0,1,80867,274
Gastao Elias,2017,0.53,0.72,66,127,96,0.58,48,199,0.73,7,11,228725,110
Konstantin Kravchuk,2015,0.53,0.6,10,11,11,0.45,3,14,0.57,0,2,101932,323
Mirza Basic,2017,0.53,0.72,23,27,29,0.74,10,41,0.83,4,2,121673,92
Aljaz Bedene,2014,0.53,0.73,123,103,70,0.5,43,168,0.7,5,9,177786,58
Jan-Lennard Struff,2016,0.53,0.76,204,196,210,0.59,130,363,0.78,13,18,370930,61
Go Soeda,2010,0.53,0.66,16,50,27,0.64,17,56,0.68,3,4,83512,138
Janko Tipsarevic,2015,0.53,0.71,67,85,68,0.58,34,131,0.73,3,7,132733,153
Adrian Mannarino,2009,0.53,0.62,22,51,15,0.53,16,47,0.49,0,4,103695,26
Guido Andreozzi,2012,0.53,0.69,8,10,0,0.5,6,12,0.58,0,1,50574,161
Akira Santillan,2017,0.53,0.71,40,30,33,0.43,20,72,0.76,2,5,133498,168
Stephane Robert,2016,0.53,0.71,151,262,242,0.58,142,389,0.71,14,18,525756,169
Dominic Thiem,2013,0.53,0.77,35,25,43,0.72,15,69,0.9,4,2,63771,7
Guido Andreozzi,2016,0.53,0.67,5,13,1,0.69,7,14,0.71,0,1,121878,161
Victor Estrella Burgos,2013,0.53,0.71,4,18,13,0.61,9,18,0.61,2,1,66000,171
Peter Gojowczyk,2017,0.53,0.78,175,142,144,0.58,94,285,0.79,14,9,410401,50
Jared Donaldson,2017,0.53,0.74,313,322,332,0.6,168,571,0.77,21,25,840088,51
Norbert Gombos,2015,0.53,0.64,7,20,13,0.5,11,23,0.57,1,6,95474,147
Benoit Paire,2017,0.53,0.75,517,453,405,0.61,287,726,0.75,31,31,1022827,48
Stephane Robert,2014,0.53,0.73,76,116,100,0.61,73,189,0.76,5,8,275644,169
Filip Peliwo,2015,0.53,0.56,2,15,8,0.6,3,13,0.54,0,3,24906,180
Benoit Paire,2011,0.52,0.72,86,124,104,0.55,54,190,0.71,5,10,200812,48
Benoit Paire,2010,0.52,0.73,70,59,34,0.61,30,92,0.75,1,4,99989,48
Daniel Evans,2010,0.52,0.6,5,5,11,0.2,3,12,0.67,0,3,27070,994
Adrien Bossel,2015,0.52,0.72,8,6,2,0.83,4,10,0.9,0,2,21475,568
Ruben Ramirez Hidalgo,2014,0.52,0.62,2,24,12,0.5,11,30,0.6,0,3,46347,601
Kamil Majchrzak,2017,0.52,0.69,4,6,2,0.5,2,10,0.7,0,4,43971,229
Yan Bai,2015,0.52,0.71,8,21,10,0.52,10,29,0.66,1,2,53848,555
Benoit Paire,2014,0.52,0.75,288,251,219,0.63,131,390,0.76,10,19,394566,48
Benoit Paire,2013,0.52,0.74,537,438,447,0.59,234,744,0.76,32,30,853872,48
Yuki Bhambri,2009,0.52,0.62,0,8,7,0.5,6,10,0.6,1,1,16937,83
James Duckworth,2016,0.52,0.74,127,105,71,0.71,45,169,0.82,4,8,201084,1051
Marcos Baghdatis,2010,0.52,0.76,498,421,512,0.61,194,823,0.8,43,27,935483,81
Marcos Baghdatis,2011,0.52,0.76,400,345,343,0.61,153,669,0.8,28,27,588435,81
Benoit Paire,2015,0.52,0.73,314,344,298,0.63,166,532,0.76,25,17,855641,48
Gianni Mina,2010,0.52,0.63,5,19,10,0.53,5,23,0.61,0,2,30659,481
Marcos Baghdatis,2014,0.52,0.74,116,105,118,0.51,82,234,0.78,7,11,278644,81
Sergio Gutierrez-Ferrol,2012,0.52,0.77,22,16,18,0.63,9,29,0.79,2,1,47257,278
Roberto Carballes Baena,2013,0.52,0.54,3,12,7,0.5,4,8,0.25,0,1,25260,75
Alexandr Dolgopolov,2013,0.52,0.75,319,282,304,0.56,124,533,0.77,24,27,599596,53
Marton Fucsovics,2012,0.52,0.75,9,6,7,0.83,2,15,0.93,2,3,13897,59
Marton Fucsovics,2016,0.52,0.56,7,34,32,0.53,12,40,0.6,2,3,117222,59
Roberto Ortega-Olmedo,2016,0.52,0.68,3,9,2,0.78,2,9,0.78,0,0,3192,319
Marcos Baghdatis,2016,0.52,0.74,295,294,320,0.59,160,580,0.79,26,23,948524,81
John Millman,2010,0.52,0.52,1,6,3,0.17,4,8,0.38,0,1,51358,91
Filip Peliwo,2014,0.52,0.74,13,27,15,0.59,15,35,0.69,1,2,28692,180
Mubarak Shannan Zayid,2016,0.52,0.54,1,13,2,0.54,2,7,0.14,0,1,13211,1410
Denis Kudla,2010,0.52,0.64,11,23,21,0.61,7,27,0.67,1,1,13479,117
Sherif Sabry,2011,0.52,0.6,1,12,9,0.42,1,14,0.5,0,1,13636,952
Blaz Kavcic,2017,0.52,0.68,7,30,26,0.6,17,32,0.63,1,2,160303,127
Elias Ymer,2013,0.52,0.66,2,9,8,0.56,8,15,0.73,1,2,9365,133
Frank Dancevic,2012,0.52,0.69,28,32,13,0.53,17,44,0.66,2,6,93998,328
Enrique Lopez Perez,2016,0.52,0.71,7,9,2,0.56,4,10,0.6,0,1,74648,200
Stephane Robert,2015,0.52,0.64,29,68,48,0.53,28,86,0.63,1,6,125974,169
Federico Gaio,2017,0.52,0.77,28,28,17,0.71,30,51,0.84,2,2,74909,320
James Ward,2009,0.52,0.78,27,27,19,0.56,14,40,0.7,1,3,54509,798
Peter Polansky,2013,0.51,0.62,0,12,10,0.42,6,14,0.5,0,1,86145,124
Ramkumar Ramanathan,2014,0.51,0.68,9,17,12,0.53,14,24,0.67,1,1,25420,116
Jared Donaldson,2016,0.51,0.73,88,109,103,0.53,59,205,0.75,7,10,335854,51
Marc Polmans,2017,0.51,0.64,3,24,15,0.63,10,24,0.63,5,6,100302,209
N Vijay Sundar Prashanth,2015,0.51,0.43,0,10,0,0.5,0,8,0.38,0,0,3672,465
Stephane Robert,2011,0.51,0.72,20,57,38,0.49,25,90,0.68,2,5,140615,169
Mate Pavic,2011,0.51,0.54,0,7,3,0.29,2,8,0.38,0,0,3340,938
Blaz Rola,2016,0.51,0.69,5,22,18,0.64,7,28,0.71,2,2,47887,166
Romain Jouan,2010,0.51,0.74,6,7,6,0.71,3,15,0.87,0,1,26200,1140
Orlando Luz,2017,0.51,0.59,4,5,3,0.4,3,10,0.7,0,0,2934,665
Reda El Amrani,2009,0.51,0.58,1,10,2,0.7,5,10,0.7,0,1,21480,1182
Evgeny Tyurnev,2017,0.51,0.64,6,6,6,0.17,3,8,0.38,0,1,21661,370
Robin Kern,2012,0.51,0.65,4,11,5,0.64,6,10,0.6,0,1,15526,420
Sergey Betov,2012,0.51,0.68,3,11,5,0.55,3,12,0.58,0,0,2431,866
Benoit Paire,2012,0.51,0.73,385,407,457,0.57,236,656,0.73,26,26,467451,48
Fred Simonsson,2016,0.51,0.64,4,17,9,0.71,10,15,0.67,2,3,10455,732
Alexandr Dolgopolov,2011,0.51,0.76,559,411,462,0.58,206,805,0.79,38,29,1027621,53
Matteo Berrettini,2017,0.51,0.61,1,10,0,0.6,3,8,0.5,0,1,84667,105
Sam Groth,2009,0.51,0.69,31,32,6,0.59,25,44,0.7,1,2,40186,286
Gerald Melzer,2010,0.51,0.67,4,8,7,0.5,6,9,0.56,0,1,13234,115
Jaroslav Pospisil,2011,0.51,0.69,8,44,18,0.57,30,46,0.59,2,1,16898,606
Agustin Velotti,2010,0.51,0.56,4,11,0,0.64,1,8,0.5,0,0,1820,596
Stefano Travaglia,2017,0.51,0.73,41,38,39,0.47,28,75,0.73,1,3,184591,109
Kimmer Coppejans,2017,0.51,0.7,3,5,6,0.2,3,9,0.56,0,1,58960,313
Ricardas Berankis,2011,0.51,0.72,100,129,109,0.59,68,195,0.73,8,10,167869,89
Ryan Shane,2015,0.5,0.78,17,11,6,0.36,13,17,0.59,0,1,43599,477
Grega Zemlja,2016,0.5,0.69,5,11,14,0.55,3,16,0.69,1,3,93273,898
Ricardas Berankis,2012,0.5,0.75,68,58,104,0.57,50,149,0.83,10,5,147390,89
Laurent Lokoli,2017,0.5,0.78,19,11,13,0.55,7,23,0.78,0,1,53549,476
Laurent Lokoli,2014,0.5,0.71,20,19,18,0.47,11,35,0.71,0,2,58955,476
Inigo Cervantes,2016,0.5,0.73,257,259,205,0.56,159,423,0.73,6,11,53678,325
Benoit Paire,2016,0.5,0.72,440,507,420,0.61,255,671,0.7,23,32,844929,48
Jared Donaldson,2015,0.5,0.78,72,56,50,0.5,44,133,0.79,4,7,173920,51
Pere Riba,2016,0.5,0.84,14,10,9,0.6,8,16,0.75,0,1,49854,939
Amine Ahouda,2016,0.5,0.82,0,2,2,0,6,12,0.83,0,1,9415,1118
Dennis Novikov,2012,0.5,0.77,41,15,32,0.6,16,41,0.85,1,1,39577,167
Alexander Kudryavtsev,2015,0.5,0.71,17,31,13,0.71,7,37,0.76,0,2,92050,628
Roberto Marcora,2017,0.5,0.64,2,7,0,0.43,2,8,0.5,0,1,12698,459
Gastao Elias,2014,0.5,0.64,51,95,64,0.6,27,100,0.62,3,8,136381,110
Marius Copil,2010,0.5,0.65,4,13,4,0.69,3,11,0.64,0,1,23657,86
Federico Delbonis,2010,0.5,0.67,11,14,2,0.5,8,23,0.7,0,2,51815,79
Denis Kudla,2011,0.5,0.64,20,33,20,0.55,18,51,0.71,2,2,40028,117
Lukas Rosol,2010,0.5,0.71,8,30,11,0.77,10,27,0.74,0,2,77063,284
Gastao Elias,2013,0.5,0.61,6,49,26,0.61,15,53,0.64,3,4,93755,110
Christian Harrison,2017,0.5,0.63,6,20,6,0.45,5,16,0.31,0,2,62573,235
Christian Harrison,2016,0.5,0.41,2,12,2,0.33,0,10,0.2,0,1,53300,235
Yusuke Takahashi,2017,0.49,0.65,4,9,10,0.44,2,15,0.67,0,1,42146,277
Steve Johnson,2010,0.49,0.71,2,12,5,0.75,5,10,0.7,0,1,12468,52
Manuel Sanchez,2017,0.49,0.73,4,10,8,0.6,8,10,0.6,1,2,6233,640
Yan Bai,2014,0.49,0.71,3,10,4,0.8,5,9,0.78,0,1,30153,555
Evan King,2009,0.49,0.52,0,11,1,0.64,3,9,0.56,0,1,4694,192
Agustin Velotti,2017,0.49,0.7,8,3,9,0.33,1,13,0.85,0,0,3516,596
Xin Gao,2014,0.49,0.7,6,8,6,0.5,5,14,0.71,0,0,1964,598
James Duckworth,2017,0.49,0.79,8,7,9,0.43,7,22,0.82,0,1,37490,1051
Michal Przysiezny,2016,0.49,0.79,2,8,3,0.75,6,11,0.82,0,0,480,1134
Frederico Ferreira Silva,2015,0.49,0.72,2,6,4,0.5,4,12,0.75,1,2,23735,297
Alejandro Gomez,2015,0.49,0.7,14,29,8,0.66,30,26,0.62,0,0,2917,717
Tatsuma Ito,2010,0.49,0.63,3,7,3,0.57,2,9,0.67,2,3,49311,146
Marius Copil,2009,0.49,0.78,14,9,14,0.44,9,25,0.8,2,1,16303,86
James McGee,2016,0.49,0.67,3,8,6,0.5,7,15,0.73,0,1,60340,474
Malek Jaziri,2014,0.49,0.72,74,137,92,0.65,58,208,0.77,8,11,307745,85
Ramkumar Ramanathan,2015,0.49,0.74,14,17,3,0.59,6,17,0.59,0,2,57350,116
Gastao Elias,2015,0.49,0.68,6,18,20,0.44,8,36,0.72,1,2,102696,110
Yuichi Sugita,2009,0.49,0.64,1,8,2,0.38,4,9,0.44,0,2,24318,43
Andrej Martin,2013,0.49,0.65,4,11,12,0.18,3,17,0.47,1,4,89426,145
Lorenzo Giustino,2016,0.48,0.59,0,5,3,0.6,0,11,0.82,0,1,64925,267
Vincent Millot,2012,0.48,0.67,4,13,7,0.54,7,18,0.67,1,1,47949,220
Malek Jaziri,2013,0.48,0.62,2,11,2,0.55,2,13,0.62,2,1,85055,85
Martin Klizan,2010,0.48,0.68,14,36,26,0.64,22,38,0.66,3,4,83122,128
Dennis Novak,2013,0.48,0.75,6,5,1,0.6,3,10,0.8,0,1,16009,194
Brayden Schnur,2014,0.48,0.66,4,4,2,0,6,9,0.56,0,1,12954,199
Jesse Witten,2009,0.48,0.66,24,45,54,0.53,24,63,0.67,2,2,73254,1055
Bjorn Fratangelo,2015,0.48,0.63,4,11,8,0.18,8,20,0.55,0,2,131206,107
Facundo Bagnis,2011,0.48,0.68,4,14,12,0.5,14,21,0.67,0,2,47529,223
Nathan Pasha,2014,0.48,0.72,6,4,1,0,10,10,0.6,0,0,108,619
Boy Westerhof,2013,0.48,0.56,1,9,4,0.44,2,8,0.38,0,0,8208,385
Dominic Thiem,2011,0.48,0.74,16,26,11,0.46,11,39,0.64,1,3,28355,7
Frederico Ferreira Silva,2016,0.48,0.52,2,7,1,0.43,3,8,0.5,0,1,33977,297
Steven Diez,2014,0.48,0.58,1,11,1,0.55,7,8,0.38,0,1,42900,330
Inigo Cervantes,2010,0.48,0.75,1,7,3,0.43,5,8,0.5,0,0,2237,325
Robin Kern,2011,0.48,0.66,3,12,4,0.58,5,9,0.44,0,1,7348,420
Stephane Robert,2012,0.47,0.69,5,29,9,0.38,13,30,0.4,0,3,69977,169
Mate Pavic,2017,0.47,0.63,1,3,0,0.33,2,3,0.33,47,27,491066,938
Marco Trungelliti,2012,0.47,0.6,3,22,23,0.5,9,26,0.58,1,1,43482,191
Antoine Bellier,2016,0.47,0.72,5,9,0,0.67,3,11,0.73,0,2,7599,760
Lamine Ouahab,2009,0.47,0.61,4,27,1,0.48,14,26,0.46,0,3,97323,517
Dennis Novikov,2015,0.47,0.65,3,7,3,0.57,3,10,0.7,0,1,73870,167
Stephane Robert,2017,0.47,0.65,39,102,52,0.5,76,121,0.58,1,11,212454,169
Yannick Maden,2016,0.46,0.53,0,6,2,0.17,5,9,0.44,0,1,24915,132
Andreas Haider-Maurer,2009,0.46,0.69,6,7,2,0.57,7,10,0.7,0,1,40092,418
Eduardo Struvay,2013,0.46,0.7,5,6,5,0.33,6,10,0.6,0,1,15784,1107
Henri Laaksonen,2012,0.45,0.69,13,18,7,0.56,10,18,0.56,0,2,34925,136
Germain Gigounon,2015,0.45,0.53,1,7,6,0,3,12,0.42,0,0,4049,574
Arthur De Greef,2015,0.45,0.63,9,12,10,0.42,8,24,0.71,1,1,32112,287
Manuel Sanchez,2011,0.45,0.59,6,8,3,0.5,4,11,0.64,0,0,2826,640
Inigo Cervantes,2017,0.45,0.62,6,8,16,0.38,6,11,0.55,0,1,8304,325
Stefan Kozlov,2013,0.44,0.74,4,16,9,0.63,3,15,0.6,0,1,6022,170
Ricardo Hocevar,2009,0.44,0.68,13,15,1,0.73,6,20,0.8,0,2,61363,823
Romain Jouan,2011,0.44,0.58,0,9,3,0.44,3,13,0.62,0,1,56547,1140
Martin Klizan,2009,0.44,0.64,2,9,10,0.44,3,10,0.5,0,1,31422,128
Marsel Ilhan,2017,0.44,0.85,17,11,9,0.64,5,21,0.81,3,2,31475,303
Stefan Kozlov,2015,0.44,0.48,1,18,9,0.28,6,19,0.32,0,2,32413,170
Sergio Gutierrez-Ferrol,2011,0.43,0.81,7,7,4,0.29,4,10,0.5,0,1,11426,278
Kento Takeuchi,2014,0.42,0.39,0,8,3,0.25,2,7,0.14,0,1,20733,489
Evgeny Donskoy,2009,0.42,0.81,6,7,1,0.57,1,9,0.67,0,1,21743,87
Yann Marti,2010,0.41,0.66,1,8,4,0.5,7,12,0.67,0,1,9117,1062
Mikhail Elgin,2012,0.41,0.6,3,13,5,0.54,3,10,0.4,16,20,89755,831
Alexander Kudryavtsev,2012,0.4,0.64,4,13,4,0.54,4,14,0.57,0,1,44566,628
Ivan Nedelko,2011,0.37,0.3,1,5,5,0,1,6,0.17,0,1,17527,264
Alexander Zverev,2013,0.36,0.5,1,8,9,0.25,7,8,0.25,0,1,8869,4
